text,label
"traffic cams savollar savol: trafik kameralar kabi oldindan belgilangan veb-kameralar mavjud. javoblar traffic cameras ro'yxatda keltirilgan. bu sizning shaxsiy savollaringiz va nima uchun sizning qonli dasturingizni sotib oldingiz. ular mamda qaerda? google bilan bog'lanishim kerakmi?
",0
"ajoyib soooo xush yoqdi, ular ko'proq darajalar edi
",1
"video o'yin elementlarining noyob birikmasi. video o'yinlarining muhim elementlari, alchemistning tajriba trubkasida ""angry bird"", yosh va qari bilan shodlanadigan sehrli o'yinni ishlab chiqarish va cheksiz quvonch baxsh etish imkonini beradi.
",1
"yaxshi
",1
"Men ekran tasvirini qo'shib, qo'llab-quvvatlash xizmatiga xabar yuborish imkoniyatini so'rayman. Bu mijozning savoliga tushunishni osonlashtiradi.",1
"aftidan, bu o'yinni murakkab narsalar qilishni ahmoq deb bilishadi va shu bilan ular ahmoqona ovoz eshitadilar.
",0
"umid qilamanki, bu o'yin mening telefonimda o'ynagan eng yaxshi o'yinlardan keyin keyingi bo'lishi kerak edi, lekin ikkinchi o'yin faqat yaxshi emas, chunki u yuklamaydi.
",0
Nafrat qiling! Hech qanday til o'zgarishi,0
"yoqdi
",1
Iloji bòlsa har bitta sòzga example ham bersela judayam zòr dictionary bòlardi.,1
"noto'g'ri tushuntirish bu ilova yaxshi bo'lishi mumkin, ammo bu tavsif foydalanuvchilarni noto'g'ri deb hisoblaydi. bu vidjet uchun teri emas, mustaqil dastur emas, lekin u qisqacha aks etmaydi.
",0
"xo'sh ... olib tashlandi. bir necha soatdan so'ng, bu yoqimli bo'ldi. endi esa bir kundan kamroq vaqt o'tdi va men ikkita xabarnomani oldim. yaxshiyamki, men kompyuterga juda yaqin edim. men qaytarib beraman.
",0
"pro foniy yozuvni o'chira olmaydi, u doimo cho'ntagimda ochiladi yoki hatto yozuvchimga fayllar qulashi sababli foydalansam ham. kelajakda har qanday yangilash
",0
"suratlarni tarjima qila olaman o'tgan aprel va may oylarida o'tkazilgan yangilanishlardan beri bironta suratni tarjima qila olmayapman, chunki u avtomatik ravishda barcha so'zlarni birlashtirmaydi va mantiqiy bo'lmasligi kerak. bundan tashqari, rasmdagi barcha ispan matnlarini taniy olmaydi
",0
"juda qo'shadi. bir dollarlik to'lovga arziydi.
",1
"50 ichki bola yaxshilab ovqatlaning. ulardan 50 nafarini bilishdan nafratlanish. agar siz pdf-fayllarni cheksiz cheklovlar uchun import qilsangiz yaxshi bo'lardi.
",1
bluetooth orqali buzib kirish oson,0
"men veb-versiyada tugmachalar bilan chiptalarni o'zgartirishni xohlaymanmi deb so'rayman. sevgimni ekran tugmachalari bilan qanday qilib almashtirishim mumkin? bu klaviaturadagi raqamlar, strelka va strelka tugmalaridan foydalanish kabi veb-versiyada bo'lishni xohlayman.
",1
"hech qachon ruxsat berolmayman, faqat ochganimda afsuski, tanklar jangi to'xtaydi. iltimos, tuzatib qo'ying, ehtimol, men yuqori baholayman
",0
"yordamchi to'g'ri yo'llarda
",1
"nima uchun hk-da ishlay olmayman, lekin yuklab olishim mumkin emas, lekin rt vrai ...... juda hafsalasi pir bo'lmadi
",0
"ekranning burchagida telefondan internetdan foydalanishda internet tezligi ma'lumotlarini qo'shishni so'rash.
",1
"ishlamayapti ... o'rnatmang
",0
"Beeline hisobini kuzatib borish va nazorat qilish uchun ajoyib dastur (sim karta). ""Bilayn"" ga rahmat! MOLODTSYYY !!!!!",1
"zo'r va dahshatli
",1
"eng yaxshi pulli dastur hech qachon boshqa hech narsa emas, bu siz qidirayotgan narsadir .....
",1
"katta, ammo juda muhim xatolar, o'yin o'ynagan vaqt 5 soatdan keyin o'yinni yo'qotib qo'ydim. agar o'yin bulutni saqlab qolsa, uni mahalliy zaxiraga ega yoki tarmoq uzilishlari kuchli bo'lishi kerak. bundan tashqari, ajoyib o'yin va yaxshi amalga oshirildi. ..
",0
"hayoliy ajoyib o'yin ajoyib narx, ortiqcha narx, sizdan boshqa o'yinni kutib bo'lmaydi
",1
"koyesga safaringizni yakunlash uchun 5 oyni oling
",1
"buni tuzating, lekin yaxshi ko'raman. uyg'ur raketa klubi pontonida urishni to'xtatmaydi
",1
"bu ajoyib o'yin, sizni drs kutayotib, juda band va mazmunli qiladi. idora
",1
"vaqt ma'lumotlari yo'qotmang. umuman aprelda ahmoq
",0
"ishlar qulay kichik ilovalar. buning nima keragi bor?
",1
"chiqindi .99 sent. ushbu ilova hatto buffering bosqichidan o'tmasligiga harakat qilmaydi
",0
"shuning uchun men aqldan pul to'layman va o'rnashib oldim, lekin endi u download qilmaydi, chunki menda kamroq xotira bor
",0
"nexus 5 ni ishga tushirmagan bo'lsa ham, avvalgi darsliklarni ololmaydi. muvaffaqiyatli emas, pul yo'qotish.
",0
"juda ko'p axmoqlikli savollar daraxtdagi qancha olma kabi so'ngra oldin telefonni silkitib, olma paydo bo'lishiga yo'l qo'ying.
",0
"shirin, bu ilovani yaxshi ko'raman, chunki siz o'zingizdan, juda ham oson har qanday ajoyib dasturni xohlasangiz xatolardan qutulish va bo'sh belgini ishlatish uchun dropperdan foydalanishingiz kerak
",1
"menga faqat etakchilik kerak. u juda ko'p. lekin, albatta, men istagan narsalar - bu afsona va kartalar, va u doimo zerikarli bo'lib qolaveradi. eh, videolar va narsalar yaxshi, lekin boshqalarga o'xshamaydi
",0
"o'yinning eng yomon o'yinlari o'yinda hech narsa sodir bo'lmadi. bir nechta yomon qiz ishlatishdi, bir nechta jirkanch narsalar va barcha yaxshi narsalar uchun pul to'lash kerak edi. demak, aniq bo'lish uchun, bu eng yomon o'yin
",0
"bu kirish ekranidan o'tib ketmaydi. nega 8 yoshimda sarflashim kerak va hatto 2 yoshligimdagi o'yinlarning qanday o'ynashini ham ko'ra olmayapman. endi o'chirib tashlang.
",0
Juda ommalashib bormoqda,1
"katta agar siz ssxni yoqtirsangiz, buni yaxshi ko'rasiz
",1
"qalblar juda kambag'al. virtual naqd uchun o'ynashni o'ylamagan o'yin.
",0
"chiroyli o'yin o'ynaganman ... men bu kabi jumboq o'yinlarini yaxshi ko'raman, albatta, aqlning ba'zi bir qayta ishlash qobiliyatidan foydalanishga imkon beradi ... ular hozirgi bozorda to'kilgan barcha mavjud o'yinlar kabi emas.
",1
"qizim va barcha bolalar bu ilovani yaxshi ko'radilar
",1
"shirin chaqalog'im bu o'yinni yaxshi ko'raman, lekin men teshik o'yinini o'ynay olmayman
",1
"xato o'yinlari o'rnatish xonalarini moslashtiradi
",0
"eng qiziqarli o'yin hech qachon bu o'yin juda kulgili va ajoyib. o'simliklar va boshqalarga qarshi zombi juda ko'p addicting va men etarlicha buni alamıyorum.
",1
"xatlarim yo'q edi, men nima bo'lganini bilmayman, lekin endi men olgan har bir xat uchun 10 kredit to'lashim kerak. men bepul bo'lish uchun ishlatadigan birinchi harfni hatto o'qish uchun kredit olish imkoniga ega emasman
",0
"ushbu o'yinni yaxshi ko'rish yangilangan muammolar ajoyib qo'shimcha.
",1
"huquqiy yo'l bilan qabul qilinmaydi 1
",0
Ishlamayapti,1
"real football 2015 o'yinini o'ynang. ajoyib dastur. katta ish. yaxshi interfeys. fikr yuritish. men uni o'ynashni yoqtiraman.
",1
"do'stlarim bilan zarlar sevaman, men sevaman, bu o'yinni yaxshi ko'raman endi siz yangi narsalarni baham ko'rish uchun qo'shmoqdasiz, men bir oz yaxshi ko'raman
",1
"suck nima uchun siz barmoq bilan borish kerakli tomonga borish uchun pulni ishlatishingiz kerak va pulga nima bo'lgan bo'lsa, barchangiz boy emas, balki sizning darajangizni 16 darajasida, o'yin darajasida 7 darajaga ko'tarib chiqadigan suzgich to'pi bilan 16ta darajaga tushadi. qanday do'zaxdan chiqadi
",0
"foydalanish juda oson, ayniqsa, foydalanuvchilar bilan do'st",1
"shhh bolalar yotoqda va men o'z shahrimni boshladim. biz 7 ta kombinatsiyadan boshqa barcha narsani topdik, va men o'z farzandlarimiz bilan bu o'yinni namoyish qildik. bugungi o'yinimizni bugungi kunda birinchi kunimizda o'ynashni juda tavsiya qilaman.
",1
"yomon dastur yomon emas sizda ilovani ochish uchun hech qanday imkoniyat yo'q. isliye hali so'z emas
",0
"Alloh ilmingizni ziyoda kilsin, ajr-savoblar bilan muqofotlasin!",1
"men bu ilovani oladigan vaqt va pulni sarflamayman .shuning uchun u ochilmaydi. hozir uni tuzatib olsam. mening telefonim samsung galaxy trendiga qo'shiladi.
",0
"yaxshi
",1
"agar men o'ynashni istamasam yaxshi bo'lardi
",0
Boshqa filmlar bepul bo'lishini xohlayman,1
"ajoyib sous
",1
Bravo,1
"emil mediocre o'yin do'konidagi eng yaxshi o'yinlarni yaratadi. bu boshqa narsa emas.
",1
Bu menga judayam yoqdi!!! Men uchun hamma narsa yaxshi ishlaydi. Faqat reklamalar uzilib qolmoqda.,1
"u mening kichik chaqalog'im bilan o'ynash uchun qiziqarli, chunki uni oddiygina ishlatish uchun sevadi.
",1
"ruhimni ko'tarib, poezd o'yinini juda yaxshi ko'rardim
",1
"ajoyib bu o'yin meni uzoq vaqt davomida o'yin o'ynashga undaydi. ko'p turli hayvonlarga ega ekanligingizni yaxshi ko'raman. ushbu o'yin ajoyib va ​​shunga o'xshash boshqa toka-boka o'yinlar
",1
"bu o'yin har qanday narsadan ko'proq narsani so'raydi. menga qaytarib berilmasligi yoki uni o'ynashimga yo'l qo'ymasligi men uchun
",0
"uning sovuq emasligi. ilova har doim o'zo'zidan 20 yoki 30 soniya bepul
",0
"zerikarli, men ham ushbu o'yin juda zerikarli ekaniga qo'shilaman. buni o'rnatish uchun bunday ahmoqlik
",0
"dunyo bo'yicha yaxshi o'yin menda barcha o'yinlar bor, lekin kbc o'yinlari juda qiziqarli o'yin
",1
"qanday axlat axlatlari. ruxsat etilgan muzqaymoq va ulanishlarni tushirib qo'yish. har qanday boshqa video oqim xizmati yaxshi ishlaydi, ammo bu juda yomon.
",0
"haryana uchun hech qanday tafsilotlar ... yomon emas, balki haryana va boshqa tamil nadu kabi boshqa davlatlarning tafsilotlari mavjud.
",0
Soz narsa Juda maqul,1
Faqat ulanish o'rnatilmagan. Tarmoq xatosini yozadi. Internetdan foydalanishni talab qiladigan boshqa ilovalar.,0
"qobiliyatingizni tekshirib ko'ring. u har doim bir xil qo'lni ko'rsatadi va sizni sinab ko'radi. buzilgan
",0
"bu ishni bajarish uchun barcha ishlarni amalga oshirish mumkin emas. har doim men boshlashni boshlayman, u bluetooth-ni o'chirib qo'yishini ma'lum qiladi. nima uchun ffff buni mutlaqo sindirib tashlashni xohlayman.
",0
"hali ham hech qanday rare v8 ning o'yinda qo'shilmasligi ... lite yoki 3g dan foydalangan holda, mening wifiimdan foydalangan holatlarda g'iybatli o'yin .... yarim boshlanadi va im diskvalifikatsiya qilinadi yoki maydon yarim doirasida. qabul qilinishi mumkin emas
",0
"ishlamayapman, o'zimni aldadim
",0
"bu juda yaxshi, lekin hamma narsani erkin deb o'ylayman
",1
"ajoyib ajoyib o'yin va ishlab chiquvchi savollarimga juda tez javob berdi. ushbu o'yinni va ishlab chiqaruvchini etarlicha tavsiya qila olmayman.
",1
"katta o'yin bugungi kunga qadar men bilganimdan bu ajoyib o'yin.
",1
"kechirasiz, reklama dasturlari android.admob.a mavjud
",0
"123-darajali muammo o'yin juda ajoyib, ammo 123-chi daraja o'z-o'zidan yo'q bo'lib ketadi. iltimos, tuzatib qo'ying
",1
"ppl iltimos, ushbu o'yinchini sotib oling, bu juda ham chiroyli dasturlardan biri bo'lib, u o'z dasturini cx uchun to'lashga arziydi. ehtimol, u erda naif emasman, garchi garovgirlar yaxshi ish uchun hurmatga ega bo'lsa, men yil oldin sotib olganman 3
",1
"1chi - Ayrim so'zlar noto'g'ri yozilgan, masalan: ko'rilgan ko'ribgan yozilgan. 2chi - Ilova ni exit functioni ishlamayapti. Home button bn chiqib ketyapman.",0
"o'ylaymanki, gollandiyada eng yaxshi va uch kundan beri sizning yordamingizga yordam berishingiz uchun eslab qolaman.
",1
"muammo o'yini juda kulgili ko'rinadi, lekin eng yaxshi ishni qilishga intilib, o'ynashga ruxsat bermaydi. men telefonimdagi ba'zi beysbolni o'ynashni xohlayman, bu juda ko'p narsa
",0
"faqat freaking great ... bundan ham ko'proq g'azablangan qushlar o'yinlari biz uchun ajoyib va ​​juda murakkab o'yinlarni u erda meny uchun tashqariga ichiga olish emas, peaple. oddiy, lekin qiyin, bu biz uchun qiziqarli degan ma'noni anglatadi.
",1
"qanchadan-qancha yaxshi o'yin
",1
"muammolar dastlabki yuklash hali ishlamayapti, shuning uchun bu o'yinni yuklab olmaslik kerak
",0
"chiroyli o'yin mening sevimli o'yinni yaxshi ko'raman
",1
"mujaheed
",1
"uning zerikarli
",0
"eng yaxshi twitter ilovasi but .... nimadir bilan mening faoliyatim bo'limi ishlamaydi va uni yomon ko'raman. muammoni hal qiladigan bo'lsa, men uni 5 yulduzga beraman.
",0
"nima bo'lganda ham, mening telefonimdagi chiroq ishlamaydi
",1
"haftalik va oylik narxlar bilan nima sodir bo'ldi haftalik va oylik narxlarga nima bo'ldi yangi yangilash faqat kunlik kursni ko'rsatmasdan keyin 5
",0
"men ushbu o'yinni yaxshi ko'raman. bu nemoni juda yaxshi ko'raman. bu juda ko'p va men bu o'yinni juda ko'p odamlar bilan bezovta qiladigan juda ko'p qo'shimchalar istamasdim. iltimos, tuzatish
",1
"ajoyib app, juda yaxshi. sizning strategiyangizni o'ta o'ziga qaram qilib qo'ying.
",1
"yo'q yo'q deb o'ylaganim yo'q, albatta, qiziqarli edi, lekin u plz tuzishni o'ynash uchun avval yuklanishim kerak va men 5 yulduzga rahmat aytaman
",0
"shuning uchun men kecha bu dastur haqida bilib oldim. 25-bobdan manga o'qishni boshlash nimani anglatadi, agar masalalar muddati tugamagan bo'lsa yaxshi bo'lardi.
",0
"katta app juda foydali
",1
"dastur boshlanishida so'rovlarni ko'rib chiqish bu birinchi marta ishga tushirilayotganda 5 yulduzni ko'rib chiqishni talab qiladi. ushbu xohish uchun 1 yulduz tekshiruvi. shuningdek, ko'pgina to'liq ekranli reklamalar. uzoq ro'yxat alfavit emas. sanyo tv kanallari uchun o'rnatilgan bir kodni sinab ko'rdim. mening modelim ustida ishlamadim.
",0
"demak, men hali ham shuni ayta olamanki, men hozir do'stimning dunyosiga borolmayapman, shuning uchun nima demoqchisiz?
",1
Assalamu alaykum. Dasturda Quron karim yo'q,1
"ok ... faqat pul uchun bu ishlarni qilyapman, lekin bu yomon o'yin emas. juda ko'p filmlar yoki televizorni tomosha qilsangiz juda oson
",1
"o'yin to'xtaydi. o'yinni baholaganimdan keyin to'xtaydi. men uni qayta tikladim, lekin o'yinchi juda baxtsiz holatga tushib qolsa ham, men uni qo'lga kiritolmayman
",0
"qo'yil qilish yo'q yo'l qo'yish yo'l qilmoq, ammo yo'q. har bir qurol sizni o'ldiradi, nima uchun hozir bepul
",0
"haqiqatan ham bu superguzi, men iqtidorli hududni ocholmaysiz va telefonimga bir teshik qo'yishga harakat qilmasdan birinchi uchta uyani tanlay olmayman.
",0
Bepul kanalar ko'pku qoganlariniyam qushilar kanal ozginada vawe,0
"awsome ajablanarlisi, o'yin qanchalik yaxshi ekaniga ishonmayman
",1
"zo'r tomosha yuzi to'g'ri va juda funktsional. ob-havo vaqt va kuningiz haqida bilishingiz kerak bo'lgan har bir narsaga ega. samsung galaxy s4 va lg g watch bilan muammosiz ishlaydi.
",1
"bir nechta o'yinchi ko'p o'yinchi senariyasini yaxshi qila olmadim
",1
"bu birinchi do'kon va o'yindan ikkinchi. men butun f2p modelining alangada tushishiga umid qilaman.
",0
"men nafrat qilyapman, agar siz o'zingiz o'zgartirishingiz mumkin bo'lgan beshta yulduzni almashtirsam, men bu o'yinni o'ynashni yoqtiraman deb aytaman, lekin men uni o'ynashga majbur bo'lmagani uchun emas, aksincha, bu yaxshilanishni qilsam uni yoshiga qo'ying
",0
"hammasi joyida; shu bo'ladi. a.i. sizni faqat sizning ishingiz bilan o'ynaydi ai bu qadar agressiv bo'lib, uni xarob qiladi. ular foydalanuvchining qaerda ekanligini va sizning boshingizdan qanchalik qochib ketishini bilib olishlari kerak.
",0
"Yaxshi dastur, kun aralaridagi (masalan, har 3 kunda) avtoulovlar bo'lsa,",1
"juda ko'p kulgili menga yoqadigan o'yinni o'ynash ajoyib
",1
"m lovin uni eng tez o'ynagan o'yinlardan biri ... chiroyli o'yin ... jami timepass ... kontsentratsiyasining keng yuklari ... gd wrk team ...
",1
"uzoq vaqtdan beri avtomobillar xaritasini o'ynab, yangi xaritalarni kashf qilishni xohlaysiz, lekin uning yangilamasligi, kelajakda ko'proq ma'lumot berishni iltimos qiling, iltimos, tuzatib qo'ying
",0
"katta ilovalar foydalanish oson va professional tarzda ishlab chiqilgan
",1
"garovni qirib tashlash vaqtida bu hatto bitta yulduzga loyiq emas ... 90-yillarning boshlarida yaratilganmi ... bu so'nadi, men uni yuklab olish uchun sarflagan vaqtim uchun dahshatli his qilaman ... faqat meh
",0
"yaxshi, lekin qanday qilib turmush o'rtog'imni bilmayman
",1
"old vegas slotlari endi uni yoqing.
",1
"yuklamadi
",0
"menga sakrab o'tishga ruxsat etilmaydi.
",0
"mening sevimli o'yinim o'ynaydi. to'liq immersive. musiqani ham yaxshi ko'raman. juda qiyin.
",1
Yaxshi,1
"har qanday mancala mening fav.
",1
"yaxshi bo'lishi mumkin. ha, bu kulgili, lekin buning uchun pul to'lashim kerak va bu, albatta, juda ko'p imkoniyatga ega emas. buning ustiga men yozaman va ekranim qora bo'lib ketadi. uni qaytarib olish uchun menga tegish kerak.
",0
" menda bepul qo'shiq yo'qligini bilish juda mamnun edim. barcha qo'shiqlar 1.49
",0
"zo'r dastur ushbu ilovada 4 marta foydalanilgan bo'lsa, aslida u juda ko'p foydalanadi. ushbu ilovani tavsiya qilaman
",1
"awsome biroq, baliqlar chaqaloq qushlar kabi ko'rinishi kerak va yana bir narsa, bu o'yin seriyali zo'r, lekin ular bepul bo'lishi kerak
",1
"men tasodifan pokerni pulimni qaytarib olsam, men unga qaram bo'lib qoldim. men pulimni emasligimdan xursandman.
",1
"bu faqat lollipop bilan ishlamaydi.
",0
"men butunlay bu o'yinni ajoyib deb his qilaman, barcha odamlar bu o'yinni hoziroq qo'lga kiritishlari kerak, chunki u eng yaxshi o'yin bo'ladi, siz hech qachon o'yinni ko'rgan har bir tanaga ega bo'lamiz.
",1
"ishlash uchun ishlatilgan bu ilova endi sony-da ishlamaydi. men 5 yoshda bo'lganim uchun uning barcha xatlari yo'qolib ketgan
",0
Faqat kelajakda o'zbek tilini ham qo'shsayiz yaxshi bo'lardida,1
"eng yaxshi o'yin ko'rilgan bu o'yin raqsga yo'l beradi.
",1
"awesomeness agar u futbol o'ynashni yoqtirsa, bu o'yin siz uchun yaxshi o'yin bo'ladi
",1
"yaxshi, lekin tushirgan romanlarni o'qimaydi. men gba gb gbc emulyatori uchun 4 dollar to'lamadim.
",0
zo'r dastur manga yoqadi gap yu,1
Dastur By dastur ajoyib ekan. Yangiliklar yaxshi kiritilgan.,1
"eshitish qirrasini oching, maqolalarni yuklamang. agar maqolani yuklashni xohlamasa, sizga aylantirilmaydi. qo'rqinchli. yangilashni yangilashingiz kerak.
",0
"luiza frederik juda qiziqarli va o'ziga qaram.
",1
"ishlamaydi o'yin yuklaydi, lekin asosiy ekranga kirishi bilan fon musiqasi bilan bo'sh. siz faqat sozlash tugmasini bosishingiz mumkin.
",0
"katta ilovalar boshqa kurs yo'nalishidan ancha kengroq foydalanardim.
",1
"juda foydali ilova menga kerak bo'lgan narsaga mos keladi. bu etarli.
",1
"juda yaxshi o'yin mening 3 yoshli futbolchi endi barcha mevalarni taniydi
",1
zo'r dastur shaxsan manga bu dastur juda yoqadi . Ishilarga omad,1
"uni yaxshi ko'raman
",1
"yorqin app telefon xotirasi yaxshi qiymatga ega
",1
"mening o'yinim cho'kdi, xarita tushdi va my og'izmi
",0
"o'rnatishdan oldin menga xatolik kodini beradi
",1
Asosiy menyuga kirsam crash berib ilovadan chiqib ketyabdi,0
"yo mama hazillarni qo'shib qo'ying, bu yo mamma sooo ugly u spongebob ebola
",1
"ishlamayapman. o'yin tugamaydi yoki har safar droid turbo-da ochishga harakat qilaman.
",0
"bu juda ajoyib, men ushbu ilovani juda yaxshi ko'raman, chunki oxir-oqibatda hozir qanday qilib chizishni o'rganishim mumkin.
",1
sotib olishga arzimaydi,0
Judayam foydali dastur. Manga juda yoqdi..! A'lo gap bo'lishi mumkin emas..!!!,1
"ularni sevaman, ularning barchasini yaxshi ko'raman
",1
"awesome slot o'yini men juda baxtliman, bu o'yinni ajoyib tarzda yuklab qo'yganman
",1
"men nikki sevaman, xolam xuddi shu qadar dahshatli ko'rinadi
",1
"men ushbu ilovani o'chirib yuboraman deb so'rayman, chunki foydalanuvchi profilini yaratib bo'lmadi
",0
"ps4 sizning chekkangiz orqali ulangan bo'lsa, u ishlamaydi. ehtimol, bu aniq bo'lishi kerak, chunki siz shu tarzda juda yaxshi aloqada bo'lishingiz mumkin. biror o'yinni bajarish uchun uni wifi ga ulashim shart emas.
",0
"juda yaxshi. oson, men uni yaxshi ko'raman
",1
"doktor panda uni sevib qoldi
",1
"o'ldirding buni, yeb tashading",1
"deshanikuruppu yaxshi ish
",1
"bu o'yinni juda yaxshi ko'raman, ammo afsuski, kechikish va glitches mening planshetni ushlab turish uchun juda bezovta qilmoqda ... agar ular hech qachon bularni aniqlasalar, men yana qayta o'ynashni xohlayman
",0
"foydasiz sinxronlash mumkin emas, chunki mening ipadimdagi versiya boshqacha. hech qanday cross sinxronligi yo'q, shuning uchun endi uni ishlatib bo'lmaydi. hech qanday sinxronizatsiya sinxronligi yo'q, shuning uchun ilovaga foydalanish yo'q. u erda mening telefonimga faqat bo'sh joy bor. hech narsa qilmaydi, ajoyib ko'rinadi.
",0
"qog'ozni saqlash uchun sweet best ilovasi yaxshi
",1
"qaytarishni xohlayman minoralar katta va u td5ni yaxshi qilib yuboradi. bundan tashqari, barcha salqin narsalar yo'q. men td5ni qo'lga kiritishga harakat qildim, lekin men bu o'yinni tasodifan sotib oldim. pulimni qaytarib olishni xohlayman
",0
"fake app .... umid qilmang, bunday soxta dasturlar
",0
1 MARTA ISHLADI KN ISHLAMADI TUZATILAA,0
Assalom alaykum. Koreyadan qanday uzb plastikka pul tashlayman. Programmaga kirishim bilan uzb kodli tel nomer kiritishni sorayapti. Birorta video bormi programmani orgatadigan?,1
"qanchadan-qancha o'yin haqiqatan ham kulgili, aqlingizni o'ylab, vaqtni o'tkazadi
",1
"tiklanish otilib ketish va tormozlash haydash yo'q. men qanday qilib harakat qilishimdan qat'i nazar, men hech qachon bir darajadan o'tmaganman, lekin sinash uchun boshqa qatorni tanlasholmadim.
",0
"eslab qoling nima uchun men ushbu o'yinni o'chirib tashladim va ko'pgina g'alaba qozonmadim va maksimal tikish bilan bir oz g'alaba qozonganman, ochilgan 3ta slot yanada qimmatga tushdi va gsn
",0
"vaqt isrofi
",0
"hozircha siz 23 kun ichida ilovani ikki marta yangilab qolganingizni bilaman. 4.12.4 yangilanishini tuzatishga va'da berildi, ammo bu ishlamay qoldi. men hozir 4.12.5 versiyasiman, lekin hozir ham samsung galaxy s6 edge-da ishlay boshlayman.
",0
"Menimcha, bu juda foydali va kerakli ilovadir. Biroq, bu erda yaxshilanish kerak",1
"yoqdi...
",1
Yangilanishlaringizni siqmang,0
"muvaffaqiyatli emas. yaxshi ishlash uchun foydalanilgan, lekin endi u uyumdan o'tib ketadi va asosiy sahifaga yopishtirilmaydi, uni to'g'rilash kerak
",0
"yaxshi o'yin yomon xatolar yaxshi o'yin, lekin mening nexus 7 fhd xatolar o'ynash juda qiyin bo'ladi. pastki qatorda va buzilgan zumda minoralar o'rnatib bo'lmaydi. agar bu o'zgartirilgan bo'lsa, men qayta baholayman.
",0
"agar siz yangilamoqchi bo'lsangiz, uni bajaring. sizning eng so'nggi yangilanishlaringizni ajoyib tilda ishlab chiqdi. endi o'yinning o'rtasida, ovoz to'xtaydi. bu zamonni fiklashni nima va nima bo'ladi? 5 star. o'yinni yaxshi ko'raman, lekin u fahm ...
",1
"ajoyib
",1
"ekranni to'g'rilash galaxy note 2 uchun muammo bartaraf qiling. yaxshi o'yin, lekin o'yinni boshlashda ekranning ekran o'lchamlari muammosi katta ko'zga ko'rinadigan narsa. rahmat.
",0
"dondurma dasturi ushbu ilovada qizim daniel yo'lbarsni yaxshi ko'raman va bu juda ham achinarli hol bo'ldi, chunki barcha ilovalar muzlatilib, u o'z sevimli qo'shiqlarini qo'shiq aytolmasdi ... refunduninstall
",0
"qayta-qayta .... men kirishim mumkin, lekin tizimga kiritilganidan keyin hech narsa qilinmaydi. menyu hatto ishlamaydi. hech narsa yuklamoqchi emas
",0
"samsung galaxy tablet men uni yaxshi ko'raman. men sotib oldim.
",1
"chiroyli ilova, katta ishlaydi qizim kulgili narsalarni o'rganadi. sahnani o'zgartirish uchun telefonni silkitishni yaxshi ko'radi
",1
"hamma yaxshi narsalarni to'lashga majbur bo'lgandan ko'ra, ayrimlari bepul bo'lishi kerak
",1
"qo'shimcha yo'q yo'q beradigan ko'p muvofiq haqida pandora uchun har qanday boshqa daraja yoki shunga o'xshash reklama paydo bo'ladi. men uni yopolmayman va o'yinni davom ettirishimga yo'l qo'ymaydi. ilovani yopish va davom etish uchun qayta ochishim kerak. dahshatli zerikarli.
",0
"juda ishonchli va aniq vaqtli ogohlantirishlar
",1
"loggy men, albatta, bu o'yinni o'ynashni xohlayman, lekin uning yukini sekinlashtirmoqchi bo'laman va agar ro'yxatdan o'tish uchun ketsam, bekor e-pochta im shu qadar dissapointed deb aytaman, agar siz ushbu o'yinni tuzatsam, mening narximni pls ni o'zgartiradi ... bu men httyd
",0
"ha, bu ajoyib
",1
"eh, men buni juda ko'p ko'raman, ular buni yanada aniqroq qilishlari kerak
",0
"uupgrad eski versiya yaxshiroqdir. spin bilan bog'liq muammolar. siz buni ko'ra olmaysiz. 9bb bonus miqdori va yangilanishimdan beri tabletimdan butunlay foydalana olmaysiz. u tiklashni boshlaydi va 55-daqiqada to'xtaydi. o'yin o'zini o'zi tuzatganidek ko'rinadi
",0
"kirish qila olmaysiz o'yin bu yangi yangilanish bilan samsung galaxy s2 yordamida tizimga kirishga ruxsat bermaydi. iltimos, tuzatib oling, men kamdan-kam pul sarflaydigan gretsiyani mag'lub qilaman
",0
"kamol men 8 oylik opsiyani ochishga harakat qilganda, uni butunlay qorong'i topdim.
",0
"resume qolganingizdan keyin dasturni qaytadan ishga tushirganingizdan so'ng robotlar bilan o'yinni qanday davom ettirasiz? bundan tashqari, ushbu ilovadagi matnlar juda kichikdir. uni telefonda o'qish juda qiyin.
",0
Useful Ilova,1
"hech qanday qidiruv parametri topilmayapti, maydonni belgilash qiyin emas va sozlamani o'rnatganingizda b paydo bo'lmasa, iltimos bu muammoni hal qilaman, keyin 5 yulduzni beraman, aks holda men yordam berishim mumkin.
",0
"men butun o'yinni yaxshi ko'raman. bu o'yin eng yaxshi o'yin edi, u hayotimda hech qanday o'ynagan va shu qadar ajoyib, kimdir mening tanaffusim haqida yomon gapirishni istagan har kimga o'zimga yordam beraman.
",1
"ugh har safar bu o'ynashga harakat qilsa, u tushadi. agar o'yin uchun haq talab qiladigan bo'lsangiz, uni o'ynashga moslashtiring. muammoni bartaraf etish yoki pulimni qaytarish
",0
"mening 2 yoshli qizi qizni sevadi, men faqat qulf ekranini tanlashni xohlayman
",1
"yo'qotilgan qo'pol ilova
",0
"katta karta o'yini bor. bu o'zingiz uchun o'ynash uchun ajoyib.
",1
Bilimdon korescha yuqmi,0
"yordam har safar men zarbani to'ldirganimda pulni yo'qotib qo'yaman, baxtli quyon emas
",0
Yaxshi alo gap yo'q,1
